Date,Ticker,Open Price,Close Price,High Price,Low Price,Volume Traded,Market Cap,PE Ratio,Dividend Yield,EPS,52 Week High,52 Week Low,Sector
16-07-2025,KEL,194.01,194.49,196.78,191.23,15550858,1985994705.58,27.85,0.05,6.98,211.99,186.71,Real Estate
16-07-2025,HJH,37.48,37.84,40.10,33.92,6227522,190434533.53,8.82,0.56,4.29,40.87,37.46,Utilities
16-07-2025,GII,217.20,214.12,217.73,212.87,11850392,2040446753.68,11.28,2.23,18.98,248.38,177.72,Financials
16-07-2025,IYT,180.64,179.03,183.44,178.36,6745717,1370241974.62,20.34,1.27,8.8,214.84,127.11,Communication Services
17-07-2025,KAS,124.62,124.46,125.91,122.37,3227500,1760767168.04,28.26,2.23,4.4,144.37,113.26,Technology
17-07-2025,ABD,118.44,117.94,119.65,115.10,14843699,1632384916.84,28.29,0.31,4.17,125.02,88.45,Healthcare
17-07-2025,JCI,164.18,166.00,167.48,164.09,5742002,2414074579.82,26.05,0.22,6.37,175.96,131.14,Energy
17-07-2025,MBI,55.24,54.56,60.13,51.32,3679921,694211480.78,17.98,0.76,3.03,55.11,49.1,Industrials
17-07-2025,BDE,116.05,119.15,120.28,111.90,5517204,1727061231.08,39.09,0.58,3.05,122.72,95.32,Consumer Staples
17-07-2025,IOU,93.00,93.52,94.11,90.56,6194058,1111834879.74,27.36,0.83,3.42,103.81,74.82,Materials
17-07-2025,KEL,210.33,209.75,210.85,205.68,3915035,2945328917.01,15.33,0.39,13.68,239.11,184.58,Real Estate
17-07-2025,HJH,34.99,36.31,36.94,32.82,3787985,533177556.22,11.47,2.30,3.17,38.49,27.6,Utilities
17-07-2025,GII,217.91,216.54,219.23,215.95,2607368,1506032641.87,36.28,2.57,5.97,225.2,173.23,Financials
17-07-2025,IYT,196.73,198.92,199.00,193.84,7093763,1520979847.56,13.38,0.83,14.87,220.8,151.18,Communication Services
18-07-2025,KAS,114.02,110.67,117.16,109.86,8384150,1195114664.42,29.47,2.94,3.76,117.31,89.64,Technology
18-07-2025,ABD,123.21,123.71,127.71,120.51,3631845,1554300331.04,29.92,2.54,4.13,123.71,121.24,Healthcare
18-07-2025,JCI,171.22,172.67,172.76,170.36,15607971,941152745.99,37.27,1.60,4.63,177.85,136.41,Energy
18-07-2025,MBI,57.12,59.02,60.86,55.28,19502539,658665541.71,11.42,0.12,5.17,63.74,41.31,Industrials
18-07-2025,BDE,127.86,123.08,129.04,122.86,17632711,1601159897.48,31.20,2.35,3.94,136.62,92.31,Consumer Staples
18-07-2025,IOU,102.91,102.00,106.55,101.77,3425311,638140924.16,18.65,2.93,5.47,121.38,87.72,Materials
18-07-2025,KEL,208.01,210.87,211.01,205.25,11509241,1857383709.76,27.86,2.15,7.57,248.83,166.59,Real Estate
18-07-2025,HJH,27.05,26.05,31.85,22.33,8630736,159573816.39,12.75,1.78,2.04,29.18,20.84,Utilities
18-07-2025,GII,220.18,220.12,221.33,218.53,8244187,1709215159.75,15.56,0.46,14.15,264.14,213.52,Financials
18-07-2025,IYT,188.03,187.75,191.89,183.11,14037248,1817224320.62,16.89,2.41,11.12,199.02,157.71,Communication Services
19-07-2025,KAS,129.78,132.26,133.64,128.32,18104099,1560528861.99,12.78,1.65,10.35,150.78,109.78,Technology
19-07-2025,ABD,123.26,121.78,124.85,121.77,4338970,676662179.6,15.64,1.28,7.79,124.22,96.21,Healthcare
19-07-2025,JCI,160.43,164.00,164.41,157.75,5222645,1452769618.22,28.75,0.26,5.7,175.48,157.44,Energy
19-07-2025,MBI,53.50,52.67,54.38,52.67,15247437,325019968.76,19.38,0.31,2.72,57.41,46.88,Industrials
19-07-2025,BDE,124.61,124.84,125.30,123.83,3574936,1672395635.71,34.99,0.66,3.57,133.58,88.64,Consumer Staples
19-07-2025,IOU,91.99,95.53,96.16,89.66,3358525,721117288.83,17.70,2.47,5.4,98.4,95.53,Materials
19-07-2025,KEL,209.98,208.46,211.84,208.06,5170774,1789467951.24,23.52,1.29,8.86,229.31,198.04,Real Estate
19-07-2025,HJH,29.39,31.29,32.05,29.19,1296644,385194768.19,27.44,0.28,1.14,35.67,26.6,Utilities
19-07-2025,GII,219.77,221.03,221.79,219.62,14256943,2250876034.37,11.28,0.07,19.59,240.92,205.56,Financials
19-07-2025,IYT,196.27,193.73,201.09,192.08,9329676,2741275434.22,13.40,1.27,14.46,222.79,182.11,Communication Services
20-07-2025,KAS,128.53,125.76,128.64,124.33,11956007,1287263337.12,22.27,2.79,5.65,147.14,116.96,Technology
20-07-2025,ABD,120.70,117.62,122.30,115.87,8379860,1655984681.71,17.71,2.19,6.64,117.62,83.51,Healthcare
20-07-2025,JCI,167.12,167.82,171.96,165.83,6597111,1086382522.3,23.42,0.26,7.17,179.57,130.9,Energy
20-07-2025,MBI,43.96,41.22,47.35,40.60,12230145,225308195.15,14.41,1.41,2.86,42.04,34.62,Industrials
20-07-2025,BDE,111.64,108.86,111.71,108.77,5824843,1338451535.14,21.37,2.28,5.09,119.75,76.2,Consumer Staples
20-07-2025,IOU,87.54,87.54,87.70,85.65,4969564,1088918504.09,31.27,0.11,2.8,99.8,75.28,Materials
20-07-2025,KEL,207.34,205.41,211.56,203.90,9503012,1091631289.45,23.00,1.61,8.93,211.57,188.98,Real Estate
20-07-2025,HJH,40.63,41.04,44.69,38.38,11259355,241516247.87,27.57,0.02,1.49,42.68,36.12,Utilities
20-07-2025,GII,220.39,220.53,221.04,215.79,16123890,1157650258.29,9.11,2.67,24.21,242.58,183.04,Financials
20-07-2025,IYT,176.99,181.36,181.46,176.62,19007332,1541703019.28,19.97,2.93,9.08,197.68,179.55,Communication Services
21-07-2025,KAS,124.88,125.13,128.51,124.70,2712480,1419199168.15,9.97,1.63,12.55,135.14,112.62,Technology
21-07-2025,ABD,123.98,122.78,126.36,121.82,14543347,1580279413.82,15.73,0.93,7.81,131.37,111.73,Healthcare
21-07-2025,JCI,168.56,170.83,170.94,163.75,5560139,1823174682.33,17.18,0.60,9.94,181.08,148.62,Energy
21-07-2025,MBI,45.10,45.43,47.52,41.78,11221127,449494361.52,12.82,2.44,3.54,51.34,34.07,Industrials
21-07-2025,BDE,128.62,129.26,130.26,125.24,5457241,1477604860.73,15.72,1.54,8.22,140.89,108.58,Consumer Staples
21-07-2025,IOU,105.13,106.32,107.46,102.85,14152560,579566447.89,34.96,1.49,3.04,107.38,96.75,Materials
21-07-2025,KEL,203.61,204.47,205.80,202.80,8486349,2036796398.07,26.67,1.80,7.67,222.87,153.35,Real Estate
21-07-2025,HJH,29.85,30.40,32.02,27.60,13362608,302343068.86,32.77,0.89,0.93,35.57,23.71,Utilities
21-07-2025,GII,226.17,223.96,226.44,221.32,11265507,2850385746.62,21.56,1.39,10.39,226.2,185.89,Financials
21-07-2025,IYT,188.07,189.77,192.12,187.94,3912051,1160064304.62,12.80,2.09,14.83,218.24,144.23,Communication Services
22-07-2025,KAS,120.36,120.21,123.36,119.18,15488584,1364093353.19,22.48,2.83,5.35,127.42,116.6,Technology
22-07-2025,ABD,117.27,116.89,118.17,112.78,760341,1070623879.98,30.01,0.18,3.9,120.4,115.72,Healthcare
22-07-2025,JCI,160.74,159.14,162.41,158.21,8271671,1262118487.27,25.83,0.11,6.16,190.97,157.55,Energy
22-07-2025,MBI,55.40,54.12,55.43,50.71,1737640,494427254.54,22.83,0.65,2.37,60.07,52.5,Industrials
22-07-2025,BDE,128.26,125.71,128.30,123.47,16789870,1529095125.46,20.64,0.59,6.09,135.77,99.31,Consumer Staples
22-07-2025,IOU,100.14,99.13,104.82,98.38,13274716,798270247.49,23.88,0.21,4.15,111.03,78.31,Materials
22-07-2025,KEL,209.24,211.55,211.74,205.69,4191661,2710702013.06,35.05,1.37,6.04,249.63,177.7,Real Estate
22-07-2025,HJH,28.72,28.02,33.39,26.30,18958726,301454487.9,18.77,2.87,1.49,28.3,25.22,Utilities
22-07-2025,GII,219.29,220.28,220.41,217.61,4945716,1838622412.17,9.46,0.24,23.29,242.31,196.05,Financials
22-07-2025,IYT,179.13,177.34,183.42,175.40,5258296,1052197320.25,18.08,2.29,9.81,196.85,141.87,Communication Services
23-07-2025,KAS,126.89,126.79,128.30,124.64,10821601,904003578.34,30.16,2.88,4.2,130.59,125.52,Technology
23-07-2025,ABD,122.10,123.28,126.41,117.81,18198467,896183350.72,35.45,1.91,3.48,147.94,112.18,Healthcare
23-07-2025,JCI,162.74,160.51,165.06,159.67,17914249,1006871217.3,29.38,0.33,5.46,170.14,152.48,Energy
23-07-2025,MBI,54.28,53.05,55.51,52.05,2432068,392351662.72,12.01,2.12,4.42,61.01,41.38,Industrials
23-07-2025,BDE,127.70,128.81,129.88,127.69,10327529,663206873.14,11.19,1.13,11.51,149.42,104.34,Consumer Staples
23-07-2025,IOU,103.57,102.86,103.79,99.48,9383629,976485556.72,22.69,1.54,4.53,121.37,91.55,Materials
23-07-2025,KEL,202.19,204.69,206.36,200.40,7516089,3002260633.06,35.50,0.44,5.77,225.16,145.33,Real Estate
23-07-2025,HJH,41.00,40.64,41.09,39.65,15494362,529419948.5,10.12,1.68,4.02,47.14,39.42,Utilities
23-07-2025,GII,212.22,211.94,213.29,211.70,6602619,1416528328.96,16.47,2.88,12.87,243.73,194.98,Financials
23-07-2025,IYT,177.93,177.63,181.46,175.01,1840353,1497381013.85,20.91,1.90,8.49,184.74,133.22,Communication Services
24-07-2025,KAS,115.05,113.18,118.04,112.72,19441962,1039580437.01,29.60,0.25,3.82,132.42,95.07,Technology
24-07-2025,ABD,123.19,126.76,128.11,122.69,11366841,1136178110.43,8.65,2.83,14.65,130.56,121.69,Healthcare
24-07-2025,JCI,160.59,159.01,163.99,157.45,913839,1085041588.29,10.44,2.09,15.23,166.96,116.08,Energy
24-07-2025,MBI,57.41,58.07,58.52,57.23,3804958,309016927.72,27.54,0.67,2.11,59.81,56.91,Industrials
24-07-2025,BDE,120.30,122.68,123.09,117.80,14321439,1006106085.83,31.65,0.83,3.88,139.86,101.82,Consumer Staples
24-07-2025,IOU,88.13,88.91,89.28,87.89,4042151,1040310581.24,9.75,2.49,9.12,90.69,82.69,Materials
24-07-2025,KEL,206.96,206.70,207.66,204.67,548827,2970782299.49,11.54,0.83,17.91,210.83,192.23,Real Estate
24-07-2025,HJH,34.94,35.24,36.15,34.77,11589086,491091450.32,33.68,1.06,1.05,38.06,25.37,Utilities
24-07-2025,GII,226.91,227.87,228.32,226.79,12702786,2274747719.17,14.71,2.61,15.49,268.89,207.36,Financials
24-07-2025,IYT,189.49,188.65,190.08,187.35,12821611,1127210845.27,23.83,1.67,7.92,222.61,167.9,Communication Services
25-07-2025,KAS,118.12,114.38,118.42,114.05,2529784,577494101.07,20.94,0.62,5.46,131.54,85.78,Technology
25-07-2025,ABD,128.07,129.36,132.44,124.28,9707359,1503861583.69,34.18,0.15,3.78,139.71,117.72,Healthcare
25-07-2025,JCI,164.92,165.59,167.92,164.49,11872361,1141165212.87,10.63,2.62,15.58,185.46,119.22,Energy
25-07-2025,MBI,49.99,49.62,51.21,49.52,16835328,660773969.94,14.86,2.81,3.34,52.6,36.72,Industrials
25-07-2025,BDE,111.51,109.74,115.40,109.37,10531718,1439249894.95,16.68,2.22,6.58,127.3,109.74,Consumer Staples
25-07-2025,IOU,100.06,100.91,104.81,99.47,8036831,1126864276.42,19.61,1.31,5.15,113.02,77.7,Materials
25-07-2025,KEL,211.68,208.38,212.59,206.91,15419799,1194916437.33,18.90,1.18,11.03,212.55,172.96,Real Estate
25-07-2025,HJH,31.31,33.19,34.98,26.37,6397214,464463326.8,34.46,1.78,0.96,35.51,26.22,Utilities
25-07-2025,GII,224.17,225.41,227.79,219.24,15368800,1745326001.4,36.20,1.24,6.23,225.41,200.61,Financials
25-07-2025,IYT,189.82,186.50,193.10,185.24,6764194,2482555207.39,23.53,1.83,7.93,221.94,175.31,Communication Services
26-07-2025,KAS,120.15,122.56,124.50,118.54,8228878,739659081.79,32.89,2.83,3.73,136.04,101.72,Technology
26-07-2025,ABD,128.79,129.38,129.88,128.72,5567942,1119505253.11,35.43,0.10,3.65,135.85,120.32,Healthcare
26-07-2025,JCI,158.85,157.37,159.17,157.12,12237267,1258046836.74,20.13,0.46,7.82,160.52,111.73,Energy
26-07-2025,MBI,51.37,51.49,53.26,46.43,1215295,653489545.46,14.84,1.20,3.47,59.21,47.89,Industrials
26-07-2025,BDE,122.66,127.46,127.50,121.76,16189549,1145542631.56,17.42,0.65,7.32,138.93,89.22,Consumer Staples
26-07-2025,IOU,105.10,105.15,105.18,105.10,1237588,1280010326.99,20.04,0.28,5.25,124.08,82.02,Materials
26-07-2025,KEL,210.71,211.47,212.52,208.14,3641507,1549174666.08,16.19,0.99,13.06,211.47,207.24,Real Estate
26-07-2025,HJH,33.33,34.17,37.74,31.26,15027122,510726477.48,31.57,2.54,1.08,38.61,26.65,Utilities
26-07-2025,GII,217.50,218.24,218.94,216.04,11832754,2907734076.27,10.44,2.83,20.9,244.43,159.32,Financials
26-07-2025,IYT,196.02,195.56,196.09,194.47,19950319,1041335692.05,34.67,0.53,5.64,219.03,193.6,Communication Services
27-07-2025,KAS,125.08,127.08,128.49,121.95,6459069,778383685.06,31.82,2.30,3.99,128.35,90.23,Technology
27-07-2025,ABD,125.03,124.15,126.33,123.49,15469604,799821597.63,39.69,2.64,3.13,145.26,122.91,Healthcare
27-07-2025,JCI,167.03,165.34,167.81,164.56,1157527,1605599410.06,20.95,1.98,7.89,166.99,165.34,Energy
27-07-2025,MBI,46.03,49.26,49.35,43.44,793763,669747927.19,20.91,2.75,2.36,55.66,36.95,Industrials
27-07-2025,BDE,109.94,107.50,111.06,107.00,16838277,1464068494.99,24.27,2.62,4.43,118.25,78.47,Consumer Staples
27-07-2025,IOU,97.74,96.40,98.80,93.35,11890619,1011327450.98,39.86,2.57,2.42,103.15,92.54,Materials
27-07-2025,KEL,208.28,206.48,210.03,206.43,10564499,1491811223.02,26.51,2.04,7.79,216.8,154.86,Real Estate
27-07-2025,HJH,28.09,28.88,29.02,27.70,13031436,170626611.37,8.77,0.31,3.29,28.88,28.59,Utilities
27-07-2025,GII,212.03,212.88,216.90,210.06,13366381,1807811899.6,15.92,0.78,13.37,229.91,185.21,Financials
27-07-2025,IYT,178.61,179.45,182.41,177.26,892478,2456199738.16,35.24,0.08,5.09,195.6,131,Communication Services
28-07-2025,KAS,118.10,117.93,119.62,116.58,10861733,1610615445.91,24.45,0.76,4.82,139.16,110.85,Technology
28-07-2025,ABD,116.28,115.13,120.32,113.89,11643253,677680301.57,27.96,2.04,4.12,122.04,108.22,Healthcare
28-07-2025,JCI,168.11,166.03,169.81,164.17,19464696,1152919686.63,32.52,0.81,5.11,197.58,156.07,Energy
28-07-2025,MBI,57.47,57.37,57.56,57.21,16578724,448839629.47,15.19,0.10,3.78,62.53,56.8,Industrials
28-07-2025,BDE,125.53,124.04,126.40,123.44,17505723,1436080102.61,35.57,2.59,3.49,135.2,114.12,Consumer Staples
28-07-2025,IOU,105.40,103.27,109.25,100.72,17870554,717445450.58,11.24,0.28,9.19,122.89,87.78,Materials
28-07-2025,KEL,208.31,205.98,210.03,204.79,19371483,1865769672.74,29.14,0.37,7.07,245.12,160.66,Real Estate
28-07-2025,HJH,28.55,27.76,33.20,26.16,6430113,360978064.07,34.23,2.51,0.81,29.43,23.6,Utilities
28-07-2025,GII,224.46,221.54,226.46,220.40,4219278,3110664376.52,30.72,1.18,7.21,234.83,170.59,Financials
28-07-2025,IYT,192.48,194.45,196.36,189.74,11041514,2896023093.93,18.97,2.30,10.25,223.62,153.62,Communication Services
29-07-2025,KAS,128.16,128.11,128.45,123.53,16730776,828826456.21,14.94,0.46,8.57,133.23,124.27,Technology
29-07-2025,ABD,115.18,116.58,117.06,114.82,7525464,1461934171.07,30.59,2.33,3.81,120.08,99.09,Healthcare
29-07-2025,JCI,165.00,166.08,168.85,161.11,19910107,1692557799.07,11.69,1.84,14.21,182.69,119.58,Energy
29-07-2025,MBI,59.21,56.09,59.87,54.88,15269054,284270904.03,31.51,0.84,1.78,62.26,40.95,Industrials
29-07-2025,BDE,121.11,118.16,122.38,116.82,8711944,1631525501.43,17.75,0.34,6.66,128.79,100.44,Consumer Staples
29-07-2025,IOU,102.35,99.60,106.14,97.35,3168041,998408830.54,29.24,0.71,3.41,102.59,95.62,Materials
29-07-2025,KEL,200.10,204.55,204.95,197.85,5159327,1790697081.29,12.43,1.51,16.46,225.01,149.32,Real Estate
29-07-2025,HJH,38.56,37.00,38.80,35.12,1534571,505156757.77,24.91,0.38,1.49,39.59,27.01,Utilities
29-07-2025,GII,215.87,213.29,216.42,211.90,6363736,1733460106.12,38.12,0.05,5.6,247.42,185.56,Financials
29-07-2025,IYT,195.01,194.57,196.88,190.66,1266792,2339614661.36,14.02,2.39,13.88,227.65,165.38,Communication Services
30-07-2025,KAS,127.68,132.21,132.41,126.82,16680944,1004218418.95,30.22,1.66,4.37,133.53,103.12,Technology
30-07-2025,ABD,123.60,124.10,125.64,119.06,11028413,1371767899,36.95,1.45,3.36,134.03,88.11,Healthcare
30-07-2025,JCI,178.51,178.70,181.96,177.33,2755528,2060905418.44,29.17,0.23,6.13,201.93,150.11,Energy
30-07-2025,MBI,48.88,48.42,49.44,46.72,4528491,399856486.14,22.28,2.35,2.17,55.2,35.35,Industrials
30-07-2025,BDE,119.39,119.19,121.87,114.85,6525117,645643407.08,29.16,1.02,4.09,123.96,83.43,Consumer Staples
30-07-2025,IOU,104.96,105.70,107.32,104.36,523825,677547913.88,18.33,2.62,5.77,124.73,104.64,Materials
30-07-2025,KEL,206.16,207.11,210.62,202.98,1781737,2283916025.03,35.00,2.79,5.92,231.96,192.61,Real Estate
30-07-2025,HJH,36.99,36.92,39.52,36.78,13301837,385354286.02,29.58,0.79,1.25,38.4,26.58,Utilities
30-07-2025,GII,220.44,216.54,221.63,215.65,6078177,1981200238.62,21.65,2.40,10,242.52,175.4,Financials
30-07-2025,IYT,180.87,177.70,180.94,176.48,4419905,1529699090.84,22.43,0.94,7.92,197.25,158.15,Communication Services
31-07-2025,KAS,116.25,114.65,117.03,112.21,18869732,1110674886.58,20.86,0.98,5.5,129.55,105.48,Technology
31-07-2025,ABD,126.34,129.26,130.05,125.81,5802782,1181709953.81,35.08,1.16,3.68,147.36,124.09,Healthcare
31-07-2025,JCI,171.20,171.89,173.22,168.32,3839149,1978843720.03,11.71,2.33,14.68,177.05,166.73,Energy
31-07-2025,MBI,56.96,56.84,59.34,56.54,12180882,712973476.45,16.00,1.14,3.55,57.41,46.04,Industrials
31-07-2025,BDE,122.41,120.78,123.46,118.69,12839719,1706223741.33,19.66,0.95,6.14,123.2,105.08,Consumer Staples
31-07-2025,IOU,89.22,90.31,91.65,86.02,2735320,738814305.73,18.71,0.33,4.83,102.95,88.5,Materials
31-07-2025,KEL,206.58,207.34,209.80,206.41,4532326,1184719692.78,36.82,2.42,5.63,228.07,149.28,Real Estate
31-07-2025,HJH,45.51,48.76,49.21,45.30,6463988,703228107.36,37.26,0.22,1.31,53.64,34.13,Utilities
31-07-2025,GII,216.64,215.62,217.54,214.96,6033329,2327868070.64,14.76,0.22,14.61,252.28,174.65,Financials
31-07-2025,IYT,183.18,183.69,187.66,182.97,6426611,2532684398.47,21.22,1.86,8.66,202.06,156.14,Communication Services
01-08-2025,KAS,131.18,130.95,131.46,128.15,9019069,1006621701.34,14.19,1.91,9.23,151.9,125.71,Technology
01-08-2025,ABD,128.47,127.11,131.69,126.40,7563333,980272129.56,37.86,1.38,3.36,139.82,122.03,Healthcare
01-08-2025,JCI,172.55,172.12,174.93,170.64,4076447,1984257532.93,38.81,1.61,4.43,187.61,129.09,Energy
01-08-2025,MBI,57.23,55.51,59.89,53.37,8808538,621616622.53,20.38,2.98,2.72,60.51,39.41,Industrials
01-08-2025,BDE,127.55,127.54,130.95,122.56,12067401,1245604430.08,37.35,1.23,3.41,146.67,109.68,Consumer Staples
01-08-2025,IOU,92.43,91.17,95.15,88.34,12911229,585239081.07,26.25,2.89,3.47,92.08,90.26,Materials
01-08-2025,KEL,208.47,210.13,211.65,206.94,1385104,2993674383.66,31.45,0.09,6.68,245.85,157.6,Real Estate
01-08-2025,HJH,31.25,30.83,32.27,28.80,4939619,364349420.34,28.40,1.72,1.09,32.99,22.51,Utilities
01-08-2025,GII,224.06,223.07,225.00,219.95,18493951,3258422267.87,23.22,0.26,9.61,229.76,178.46,Financials
01-08-2025,IYT,178.75,178.99,181.09,176.75,2389470,2051524219.44,11.83,0.51,15.13,214.79,134.24,Communication Services
02-08-2025,KAS,122.81,121.85,124.25,120.09,18226867,1778919180.34,26.72,2.32,4.56,121.85,104.79,Technology
02-08-2025,ABD,116.94,116.48,117.02,116.32,15489912,1309305320.91,11.15,0.25,10.45,131.62,97.84,Healthcare
02-08-2025,JCI,174.52,173.48,174.97,172.33,16000450,1162467628.63,9.98,2.22,17.38,196.03,140.52,Energy
02-08-2025,MBI,55.89,55.81,60.82,51.49,6773688,544097572.99,33.60,2.13,1.66,59.72,48,Industrials
02-08-2025,BDE,117.91,113.93,118.12,113.44,18404541,834808071.04,19.47,2.24,5.85,125.32,111.65,Consumer Staples
02-08-2025,IOU,101.06,101.31,102.81,100.09,3171709,974506701.49,35.43,2.28,2.86,117.52,94.22,Materials
02-08-2025,KEL,201.93,201.88,201.96,201.75,9199256,2647323300.93,26.12,0.24,7.73,234.18,163.52,Real Estate
02-08-2025,HJH,37.86,41.05,41.51,36.29,4112119,371048740.99,16.00,0.89,2.57,48.44,29.97,Utilities
02-08-2025,GII,211.53,213.40,216.46,211.20,11654030,1444142110.77,13.00,2.50,16.42,234.74,164.32,Financials
02-08-2025,IYT,190.71,192.00,194.38,188.85,18898469,2105261758.17,36.28,1.30,5.29,213.12,147.84,Communication Services
03-08-2025,KAS,124.94,124.21,125.67,124.14,10011068,1562394308.35,26.47,1.73,4.69,127.94,113.03,Technology
03-08-2025,ABD,119.00,116.25,119.86,114.44,2271794,1302982801.21,12.42,1.98,9.36,120.9,115.09,Healthcare
03-08-2025,JCI,177.11,172.85,177.42,172.29,14613904,959252229.39,8.10,2.26,21.34,178.04,153.84,Energy
03-08-2025,MBI,59.88,58.95,60.29,58.08,18146274,435825280.27,30.10,0.61,1.96,68.38,52.47,Industrials
03-08-2025,BDE,128.91,131.27,131.95,125.34,8020503,1882562423.39,32.16,2.28,4.08,143.08,107.64,Consumer Staples
03-08-2025,IOU,90.17,90.77,94.26,90.00,1102961,1188194776.75,30.76,0.17,2.95,103.48,79.88,Materials
03-08-2025,KEL,211.51,210.01,211.76,209.66,13477994,2713853875.39,21.53,2.87,9.75,214.21,172.21,Real Estate
03-08-2025,HJH,39.70,41.91,42.84,39.42,3963092,236144160.81,21.27,2.01,1.97,48.62,37.3,Utilities
03-08-2025,GII,219.27,223.00,223.25,215.89,6311862,2766146672.57,23.41,2.73,9.53,249.76,196.24,Financials
03-08-2025,IYT,177.43,177.35,177.92,173.33,18922721,1583303470.85,18.77,2.49,9.45,186.22,145.43,Communication Services
04-08-2025,KAS,113.35,113.08,114.55,111.73,11243164,710885160.59,20.58,1.24,5.49,117.6,109.69,Technology
04-08-2025,ABD,112.78,117.17,117.44,108.99,18055910,1070721875.35,17.74,2.47,6.6,123.03,93.74,Healthcare
04-08-2025,JCI,165.27,165.08,165.63,164.33,16408239,1245434000.06,28.03,2.69,5.89,170.03,128.76,Energy
04-08-2025,MBI,58.56,58.31,61.64,56.38,9853436,535869424.58,35.57,2.89,1.64,62.39,50.15,Industrials
04-08-2025,BDE,124.67,121.56,126.62,120.25,14221729,1684520431.21,28.94,0.61,4.2,128.85,114.27,Consumer Staples
04-08-2025,IOU,100.58,100.31,101.77,99.47,17939645,1168715145.93,13.34,1.01,7.52,101.31,98.3,Materials
04-08-2025,KEL,201.47,201.53,202.33,200.53,8701714,1862049211.02,39.99,1.96,5.04,241.84,151.15,Real Estate
04-08-2025,HJH,46.60,48.94,50.36,42.01,18300430,669826034.82,38.53,0.66,1.27,50.41,35.73,Utilities
04-08-2025,GII,216.53,217.12,221.53,214.09,988041,2609332571.45,37.70,1.30,5.76,238.83,188.89,Financials
04-08-2025,IYT,182.94,181.75,186.11,179.51,15906654,1311132114.89,12.03,2.47,15.11,210.83,176.3,Communication Services
05-08-2025,KAS,124.11,125.56,125.70,122.69,13484743,780067025.42,15.03,2.59,8.35,134.35,92.91,Technology
05-08-2025,ABD,112.69,112.56,113.28,111.47,1286904,1362637713.96,14.11,0.63,7.98,117.06,81.04,Healthcare
05-08-2025,JCI,158.92,160.36,161.50,157.73,1791838,1619037283.47,34.63,0.36,4.63,190.83,139.51,Energy
05-08-2025,MBI,59.13,58.43,59.96,56.35,2040685,392940591.58,15.76,0.04,3.71,66.03,42.07,Industrials
05-08-2025,BDE,113.61,112.51,113.81,111.16,2982243,1103654483.23,27.32,0.88,4.12,135.01,81.01,Consumer Staples
05-08-2025,IOU,92.06,93.74,94.14,91.91,8729909,773036111.29,18.32,2.34,5.12,112.49,72.18,Materials
05-08-2025,KEL,198.67,203.13,203.30,197.70,15134537,3029049018.82,37.81,1.14,5.37,243.76,150.32,Real Estate
05-08-2025,HJH,40.02,40.71,44.46,39.01,13667859,488150381.1,26.78,2.20,1.52,43.56,36.23,Utilities
05-08-2025,GII,217.71,216.61,218.63,215.34,8839359,2328566025.08,37.98,1.53,5.7,231.77,199.28,Financials
05-08-2025,IYT,179.99,182.22,182.49,178.23,3953408,1174637949.9,34.39,0.28,5.3,200.44,151.24,Communication Services
06-08-2025,KAS,119.04,115.96,120.80,115.65,14367077,1273216545.67,18.55,1.70,6.25,124.08,86.97,Technology
06-08-2025,ABD,112.62,110.47,116.42,110.05,3813629,722335324.63,33.56,0.48,3.29,120.41,80.64,Healthcare
06-08-2025,JCI,173.52,171.61,175.24,169.33,2402259,1957865144.58,22.08,2.04,7.77,204.22,137.29,Energy
06-08-2025,MBI,43.93,43.71,47.38,40.77,5718834,230050982.96,8.80,1.06,4.97,49.83,34.97,Industrials
06-08-2025,BDE,114.79,117.09,119.62,111.15,7427868,1157253412.65,37.53,0.53,3.12,124.12,83.13,Consumer Staples
06-08-2025,IOU,96.57,93.35,100.38,93.15,9740758,937465640.52,9.07,0.86,10.29,100.82,76.55,Materials
06-08-2025,KEL,203.88,203.15,208.46,201.83,16611547,1382357786.08,32.62,2.17,6.23,225.5,156.43,Real Estate
06-08-2025,HJH,30.47,27.46,32.27,26.15,8169515,209015917.39,14.90,1.75,1.84,29.93,21.69,Utilities
06-08-2025,GII,221.13,221.45,222.68,219.15,19458900,2980901306.78,15.08,1.47,14.69,241.38,205.95,Financials
06-08-2025,IYT,192.85,192.70,193.41,190.10,10621283,2314775816.26,10.32,2.89,18.67,194.63,167.65,Communication Services
07-08-2025,KAS,127.43,126.47,129.65,122.72,10730537,1462684572.47,22.01,2.75,5.75,135.32,106.23,Technology
07-08-2025,ABD,127.37,127.07,130.08,122.91,13943842,733500706.01,19.87,1.04,6.4,149.94,105.47,Healthcare
07-08-2025,JCI,162.42,160.63,166.47,158.16,10760099,963628922.41,25.86,1.42,6.21,165.45,130.11,Energy
07-08-2025,MBI,59.92,59.29,62.86,59.22,3154053,846341063.38,15.20,1.52,3.9,67.59,55.73,Industrials
07-08-2025,BDE,119.33,116.94,119.41,116.20,1340367,1485957523.91,19.57,2.71,5.98,116.94,105.25,Consumer Staples
07-08-2025,IOU,97.94,100.94,102.23,94.16,19416104,883931854.86,12.67,2.67,7.97,100.94,87.82,Materials
07-08-2025,KEL,192.72,194.84,194.86,191.85,7437455,1658203971.08,25.50,0.90,7.64,222.12,187.05,Real Estate
07-08-2025,HJH,34.04,32.86,37.53,32.01,15699024,485423524.92,39.76,1.33,0.83,36.8,27.27,Utilities
